Date,State,Region,Category,Sub-Category,Sales,Quantity
9/5/2016,Michigan,Central,Laptops,HP,242.94,3
9/5/2016,Michigan,Central,Mobile Phones,HTC,22.05,7
3/20/2017,Indiana,Central,Laptops,Asus,2.91,1
4/1/2016,New York,East,Mobile Phones,LG,59.52,3
4/1/2016,New York,East,Mobile Phones,OnePlus,161.94,3
4/1/2016,New York,East,Mobile Phones,LG,263.88,6
4/1/2016,New York,East,Mobile Phones,LG,30.48,3
4/1/2016,New York,East,Mobile Phones,LG,9.84,3
4/1/2016,New York,East,Cameras ,Sony,35.12,4
10/20/2017,Ohio,East,Laptops,Lenovo,284.364,2
10/20/2017,Ohio,East,Mobile Phones,OnePlus,665.408,2
12/13/2016,Oklahoma,Central,Cameras ,Nikon,63.88,4
2/12/2018,California,West,Laptops,HP,129.568,2
9/26/2016,Illinois,Central,Laptops,HP,747.558,3
9/26/2016,Illinois,Central,Mobile Phones,Motorola ,8.928,2
12/15/2019,Washington,West,Mobile Phones,Samsung,103.92,4
12/15/2019,Washington,West,Cameras ,Nikon,899.91,9
12/15/2019,Washington,West,Mobile Phones,iPhone,51.312,3
4/22/2016,Arizona,West,Laptops,Asus,23.56,5
4/22/2016,Arizona,West,Laptops,Lenovo,1272.63,6
4/22/2016,Arizona,West,Mobile Phones,iPhone,28.485,5
4/22/2016,Arizona,West,Mobile Phones,Mi,185.376,2
4/22/2016,Arizona,West,Mobile Phones,Samsung,78.272,2
1/17/2019,Illinois,Central,Laptops,Asus,254.744,7
3/31/2017,Texas,Central,Laptops,Dell,205.3328,2
12/16/2016,Illinois,Central,Mobile Phones,iPhone,4.788,3
12/20/2019,New York,East,Mobile Phones,Pixel,55.48,1
11/9/2018,California,West,Mobile Phones,OnePlus,340.92,3
11/9/2018,California,West,Laptops,Dell,222.666,2
11/9/2018,California,West,Cameras ,Sony,703.968,4
11/9/2018,California,West,Mobile Phones,OnePlus,92.52,6
11/9/2018,California,West,Mobile Phones,Pixel,62.65,7
11/9/2018,California,West,Mobile Phones,Pixel,94.85,5
7/12/2016,California,West,Cameras ,Sony,95.76,6
10/27/2016,New York,East,Laptops,Asus,40.2,3
6/26/2016,New York,East,Mobile Phones,LG,14.7,5
6/26/2016,New York,East,Mobile Phones,OnePlus,704.25,5
10/6/2018,California,West,Cameras ,Nikon,9.09,3
7/22/2018,New York,East,Mobile Phones,LG,5.96,2
7/22/2018,New York,East,Cameras ,Nikon,159.98,2
6/10/2017,California,West,Mobile Phones,HTC,29.6,2
6/10/2017,California,West,Laptops,Dell,514.165,5
6/10/2017,California,West,Cameras ,Sony,279.96,5
10/29/2018,Illinois,Central,Cameras ,Sony,2735.952,6
6/9/2018,Texas,Central,Cameras ,Sony,7.992,1
6/9/2018,Texas,Central,Cameras ,Nikon,63.984,2
6/9/2018,Texas,Central,Mobile Phones,LG,70.368,2
9/14/2018,New York,East,Mobile Phones,OnePlus,449.15,5
9/14/2018,New York,East,Mobile Phones,Motorola ,11.07,3
5/9/2016,Washington,West,Cameras ,Nikon,93.98,2
3/18/2016,Tennessee,South,Laptops,Lenovo,189.882,3
12/27/2019,Arkansas,South,Mobile Phones,Motorola ,105.42,2
7/25/2016,California,West,Mobile Phones,iPhone,119.616,8
7/25/2016,California,West,Laptops,Asus,255.76,4
7/25/2016,California,West,Laptops,HP,241.568,2
7/25/2016,California,West,Laptops,Asus,69.3,9
5/30/2016,Colorado,West,Mobile Phones,iPhone,22.62,2
5/30/2016,Colorado,West,Mobile Phones,iPhone,14.952,2
5/30/2016,Colorado,West,Laptops,HP,801.568,2
5/30/2016,Colorado,West,Mobile Phones,iPhone,2.376,3
5/30/2016,Colorado,West,Mobile Phones,Pixel,32.792,1
11/12/2017,New York,East,Mobile Phones,iPhone,15.92,5
3/16/2019,Georgia,South,Mobile Phones,LG,2.74,1
3/16/2019,Georgia,South,Mobile Phones,LG,8.34,3
3/16/2019,Georgia,South,Mobile Phones,OnePlus,46.74,3
3/16/2019,Georgia,South,Mobile Phones,iPhone,6354.95,5
11/26/2017,Missouri,Central,Laptops,Asus,126.3,3
11/26/2017,Missouri,Central,Cameras ,Nikon,38.04,2
10/20/2016,Ohio,East,Mobile Phones,LG,7.152,3
12/21/2017,California,West,Mobile Phones,LG,6.63,3
12/21/2017,California,West,Mobile Phones,LG,5.88,2
1/22/2017,Montana,West,Cameras ,GoPro,2999.95,5
1/22/2017,Montana,West,Mobile Phones,OnePlus,51.45,3
1/22/2017,Montana,West,Mobile Phones,Pixel,11.96,2
1/22/2017,Montana,West,Mobile Phones,OnePlus,1126.02,3
3/22/2019,Texas,Central,Cameras ,Nikon,18.392,1
3/22/2019,Texas,Central,Mobile Phones,OnePlus,129.568,2
3/22/2019,Texas,Central,Mobile Phones,iPhone,14.112,9
1/23/2017,Michigan,Central,Laptops,Lenovo,210.98,2
5/21/2016,California,West,Cameras ,Sony,55.176,3
5/21/2016,California,West,Cameras ,Nikon,66.26,2
12/26/2019,Massachusetts,East,Mobile Phones,Nokia,22.2,5
10/21/2017,Florida,South,Laptops,HP,683.952,3
10/21/2017,Florida,South,Laptops,Asus,45.696,3
9/3/2019,Pennsylvania,East,Mobile Phones,OnePlus,36.336,3
9/3/2019,Pennsylvania,East,Mobile Phones,Mi,666.248,1
9/3/2019,Pennsylvania,East,Mobile Phones,Motorola ,52.512,6
11/7/2019,California,West,Laptops,HP,190.72,1
9/7/2017,California,West,Laptops,Asus,47.94,3
5/29/2016,Alabama,South,Cameras ,Sony,979.95,5
5/29/2016,Alabama,South,Mobile Phones,iPhone,22.75,5
7/10/2016,Arizona,West,Mobile Phones,OnePlus,16.768,2
9/3/2017,Illinois,Central,Mobile Phones,iPhone,42.616,7
12/3/2019,New York,East,Mobile Phones,iPhone,10.752,4
12/7/2019,Kentucky,South,Mobile Phones,Samsung,152.94,3
12/7/2019,Kentucky,South,Laptops,HP,283.92,4
2/1/2018,Wisconsin,Central,Cameras ,Nikon,468.9,6
7/14/2016,Arizona,West,Cameras ,Sony,380.864,8
12/18/2019,Ohio,East,Mobile Phones,OnePlus,646.776,9
5/11/2018,Texas,Central,Cameras ,Nikon,58.112,2
5/11/2018,Texas,Central,Cameras ,Sony,100.792,1
5/11/2018,Texas,Central,Laptops,Asus,66.112,4
11/19/2017,New York,East,Mobile Phones,iPhone,41.28,6
11/19/2017,New York,East,Mobile Phones,Pixel,13.36,2
11/15/2019,Illinois,Central,Mobile Phones,OnePlus,250.272,9
11/15/2019,Illinois,Central,Mobile Phones,iPhone,11.364,3
11/15/2019,Illinois,Central,Mobile Phones,Mi,8.72,5
4/15/2016,California,West,Laptops,HP,1121.568,2
9/11/2017,Florida,South,Laptops,Asus,34.504,1
11/24/2017,Texas,Central,Mobile Phones,Nokia,10.824,3
6/29/2017,California,West,Mobile Phones,OnePlus,1295.78,2
3/3/2018,North Carolina,South,Mobile Phones,LG,19.456,4
6/10/2016,California,West,Mobile Phones,HTC,20.7,2
6/10/2016,California,West,Laptops,Lenovo,1335.68,4
6/10/2016,California,West,Mobile Phones,Pixel,32.4,5
11/20/2017,California,West,Laptops,Asus,42.6,3
11/20/2017,California,West,Mobile Phones,iPhone,84.056,7
9/14/2018,Florida,South,Mobile Phones,Samsung,13,5
9/14/2018,Florida,South,Laptops,Asus,13.128,3
12/7/2019,Washington,West,Mobile Phones,Nokia,3.96,2
12/7/2019,Washington,West,Mobile Phones,HTC,2.61,1
12/7/2017,California,West,Cameras ,Sony,374.376,3
10/1/2017,Washington,West,Mobile Phones,Pixel,91.84,8
10/1/2017,Washington,West,Mobile Phones,iPhone,81.088,7
10/1/2017,Washington,West,Mobile Phones,Pixel,19.44,3
10/1/2017,Washington,West,Laptops,HP,451.152,3
12/28/2017,New York,East,Mobile Phones,HTC,72.45,7
12/28/2017,New York,East,Mobile Phones,Nokia,13.96,4
12/28/2017,New York,East,Mobile Phones,iPhone,33.264,7
12/28/2017,New York,East,Cameras ,Sony,14.85,3
11/3/2016,Washington,West,Mobile Phones,LG,8.82,3
9/18/2019,California,West,Mobile Phones,Pixel,160.72,14
9/18/2019,California,West,Mobile Phones,Pixel,19.92,4
9/18/2019,California,West,Mobile Phones,Mi,7.3,2
7/20/2017,Illinois,Central,Mobile Phones,OnePlus,69.712,2
7/20/2017,Illinois,Central,Laptops,Asus,8.792,1
9/10/2019,California,West,Mobile Phones,Mi,51.52,4
12/1/2017,Colorado,West,Cameras ,Sony,470.376,3
12/1/2017,Colorado,West,Cameras ,Sony,105.584,2
12/1/2017,Colorado,West,Mobile Phones,Samsung,31.152,3
12/1/2017,Colorado,West,Mobile Phones,iPhone,6.783,7
12/1/2017,Colorado,West,Cameras ,Sony,406.368,4
7/3/2019,Kentucky,South,Laptops,HP,70.98,1
7/3/2019,Kentucky,South,Mobile Phones,HTC,294.93,3
3/20/2016,Oregon,West,Cameras ,Sony,84.784,2
3/20/2016,Oregon,West,Mobile Phones,Pixel,20.736,4
3/20/2016,Oregon,West,Mobile Phones,iPhone,16.821,3
3/20/2016,Oregon,West,Mobile Phones,Pixel,10.368,2
1/9/2018,Texas,Central,Mobile Phones,LG,9.344,2
1/9/2018,Texas,Central,Cameras ,Nikon,31.2,3
8/8/2018,California,West,Mobile Phones,Samsung,76.12,2
8/8/2018,California,West,Cameras ,GoPro,1199.976,3
8/8/2018,California,West,Cameras ,Sony,445.96,5
8/8/2018,California,West,Laptops,Asus,327.76,8
7/14/2016,Pennsylvania,East,Mobile Phones,Mi,11.632,2
7/16/2016,Pennsylvania,East,Cameras ,Sony,143.982,3
7/16/2016,Pennsylvania,East,Cameras ,Sony,494.376,4
7/16/2016,Pennsylvania,East,Mobile Phones,Mi,5.84,2
3/15/2018,Florida,South,Mobile Phones,OnePlus,142.776,1
3/15/2018,Florida,South,Laptops,Asus,45.696,3
3/15/2018,Florida,South,Mobile Phones,iPhone,7.218,3
3/15/2018,Florida,South,Mobile Phones,iPhone,43.188,4
3/15/2018,Florida,South,Mobile Phones,Pixel,131.904,3
5/23/2018,Pennsylvania,East,Mobile Phones,iPhone,3.282,2
5/23/2018,Pennsylvania,East,Mobile Phones,LG,21.168,9
5/23/2018,Pennsylvania,East,Cameras ,Sony,55.188,2
4/28/2016,Texas,Central,Cameras ,Sony,369.576,3
4/28/2016,Texas,Central,Mobile Phones,HTC,15.712,4
9/11/2016,Pennsylvania,East,Mobile Phones,Pixel,8.448,2
9/11/2016,Pennsylvania,East,Cameras ,Sony,728.946,9
11/14/2017,Ohio,East,Cameras ,Sony,119.94,10
11/14/2017,Ohio,East,Mobile Phones,iPhone,3.648,2
8/18/2017,New York,East,Laptops,Asus,40.48,2
8/18/2017,New York,East,Laptops,Asus,9.94,2
8/18/2017,New York,East,Mobile Phones,iPhone,107.424,9
8/18/2017,New York,East,Cameras ,Sony,37.91,1
8/18/2017,New York,East,Laptops,Asus,88.02,3
12/26/2018,Illinois,Central,Mobile Phones,iPhone,8.69,5
11/29/2019,Michigan,Central,Laptops,HP,301.96,2
11/29/2019,Michigan,Central,Mobile Phones,Samsung,555.21,5
11/29/2019,Michigan,Central,Mobile Phones,OnePlus,523.48,4
11/29/2019,Michigan,Central,Mobile Phones,LG,161.82,9
9/15/2017,New York,East,Laptops,Asus,35.56,7
5/19/2017,Washington,West,Mobile Phones,Samsung,97.16,2
12/17/2017,California,West,Mobile Phones,iPhone,15.24,5
12/17/2017,California,West,Mobile Phones,Pixel,13.23,3
12/11/2016,Colorado,West,Mobile Phones,OnePlus,243.384,3
12/11/2016,Colorado,West,Cameras ,Nikon,119.8,5
12/11/2016,Colorado,West,Cameras ,Sony,300.768,4
9/24/2017,Florida,South,Cameras ,Nikon,17.88,3
9/24/2017,Florida,South,Mobile Phones,HTC,235.944,3
10/4/2019,Georgia,South,Laptops,HP,392.94,3
8/15/2016,Colorado,West,Mobile Phones,iPhone,18.882,3
8/15/2016,Colorado,West,Mobile Phones,Samsung,122.328,3
5/20/2016,California,West,Laptops,Asus,1049.2,5
5/20/2016,California,West,Mobile Phones,iPhone,15.424,4
12/18/2016,Minnesota,Central,Laptops,Asus,18.84,3
7/30/2017,California,West,Mobile Phones,OnePlus,330.4,2
7/30/2017,California,West,Mobile Phones,HTC,26.25,7
6/10/2017,Michigan,Central,Cameras ,Nikon,132.52,4
7/21/2017,New Jersey,East,Mobile Phones,Pixel,6.48,1
12/30/2017,Indiana,Central,Mobile Phones,Samsung,209.3,2
4/1/2016,Arizona,West,Mobile Phones,Nokia,31.56,5
4/1/2016,Arizona,West,Mobile Phones,Samsung,30.144,2
12/11/2016,Washington,West,Laptops,Asus,14.8,4
12/11/2016,Washington,West,Cameras ,Sony,302.376,3
12/11/2016,Washington,West,Cameras ,Nikon,316,4
10/23/2016,New York,East,Mobile Phones,Pixel,379.4,10
6/19/2017,New York,East,Mobile Phones,Pixel,97.82,2
6/19/2017,New York,East,Cameras ,Nikon,103.12,8
8/22/2016,Ohio,East,Mobile Phones,Samsung,113.552,2
8/22/2016,Ohio,East,Mobile Phones,iPhone,3.318,2
8/22/2016,Ohio,East,Mobile Phones,Motorola ,134.288,2
9/19/2016,Illinois,Central,Laptops,HP,701.372,2
9/19/2016,Illinois,Central,Mobile Phones,iPhone,2.308,2
8/24/2019,Texas,Central,Mobile Phones,OnePlus,999.432,7
8/24/2019,Texas,Central,Mobile Phones,OnePlus,724.08,14
8/24/2019,Texas,Central,Laptops,Lenovo,918.785,5
8/24/2019,Texas,Central,Mobile Phones,iPhone,2.724,3
3/26/2016,New York,East,Mobile Phones,OnePlus,459.95,5
11/4/2016,Kentucky,South,Mobile Phones,Nokia,10.74,3
6/8/2017,Texas,Central,Mobile Phones,Mi,23.76,3
6/8/2017,Texas,Central,Mobile Phones,Pixel,85.056,3
6/8/2017,Texas,Central,Cameras ,Sony,381.576,3
12/24/2018,Ohio,East,Laptops,Asus,30.36,5
6/9/2017,Illinois,Central,Laptops,Asus,23.976,3
6/9/2017,Illinois,Central,Laptops,Lenovo,108.925,1
6/9/2017,Illinois,Central,Mobile Phones,Pixel,36.352,8
6/15/2017,Illinois,Central,Mobile Phones,LG,19.56,5
12/5/2017,Indiana,Central,Mobile Phones,Samsung,61.44,3
12/5/2017,Indiana,Central,Mobile Phones,Pixel,38.9,5
12/5/2017,Indiana,Central,Cameras ,Nikon,99.39,3
3/18/2017,Texas,Central,Mobile Phones,Samsung,2.688,3
3/18/2017,Texas,Central,Cameras ,Nikon,27.816,3
3/18/2017,Texas,Central,Laptops,Asus,82.524,3
3/18/2017,Texas,Central,Mobile Phones,iPhone,182.994,3
11/19/2016,New York,East,Mobile Phones,iPhone,14.352,3
11/19/2016,New York,East,Mobile Phones,OnePlus,64.96,2
11/19/2016,New York,East,Mobile Phones,OnePlus,68.6,4
11/4/2017,North Carolina,South,Cameras ,Canon,7999.98,4
11/4/2017,North Carolina,South,Mobile Phones,Samsung,167.44,2
7/5/2018,Mississippi,South,Cameras ,Nikon,479.97,3
7/5/2018,Mississippi,South,Mobile Phones,HTC,14.62,2
7/5/2018,Mississippi,South,Mobile Phones,Pixel,19.44,3
12/25/2017,New York,East,Laptops,Dell,191.984,2
6/21/2018,Virginia,South,Laptops,Asus,104.01,1
6/21/2018,Virginia,South,Cameras ,Sony,284.82,1
6/21/2018,Virginia,South,Mobile Phones,OnePlus,36.84,3
3/28/2019,California,West,Cameras ,Nikon,166.24,1
3/28/2019,California,West,Mobile Phones,Pixel,33.4,5
5/14/2019,Pennsylvania,East,Mobile Phones,LG,198.272,8
5/14/2019,Pennsylvania,East,Mobile Phones,HTC,47.36,4
5/14/2019,Pennsylvania,East,Mobile Phones,Motorola ,200.984,7
5/14/2019,Pennsylvania,East,Mobile Phones,HTC,97.696,4
5/14/2019,Pennsylvania,East,Mobile Phones,LG,2.696,1
5/14/2019,Pennsylvania,East,Mobile Phones,iPhone,18.588,2
5/14/2019,Pennsylvania,East,Mobile Phones,iPhone,4.896,3
9/2/2017,Ohio,East,Laptops,Asus,15.072,3
11/4/2016,Washington,West,Laptops,Asus,209.88,3
4/9/2019,California,West,Laptops,Lenovo,369.912,3
9/12/2018,North Carolina,South,Mobile Phones,Pixel,10.368,2
9/12/2018,North Carolina,South,Mobile Phones,Samsung,166.84,5
9/12/2018,North Carolina,South,Cameras ,Nikon,15.216,1
12/2/2018,New York,East,Cameras ,Nikon,119.96,4
12/2/2018,New York,East,Laptops,Dell,883.92,5
12/2/2018,New York,East,Mobile Phones,iPhone,46.72,8
4/5/2018,New York,East,Mobile Phones,Pixel,55.48,1
9/3/2017,Florida,South,Mobile Phones,Motorola ,24.448,4
5/19/2017,New York,East,Mobile Phones,Samsung,281.34,6
5/19/2017,New York,East,Cameras ,Sony,307.98,2
5/19/2017,New York,East,Cameras ,Nikon,299.97,3
7/1/2018,Washington,West,Mobile Phones,iPhone,19.92,5
1/11/2018,Delaware,East,Laptops,Asus,9.94,2
9/24/2017,Ohio,East,Laptops,Asus,103.056,3
6/2/2018,Utah,West,Mobile Phones,iPhone,59.808,3
6/2/2018,Utah,West,Laptops,Asus,73.32,6
2/13/2016,California,West,Mobile Phones,Pixel,146.82,3
12/15/2016,Michigan,Central,Laptops,Lenovo,1652.94,3
12/15/2016,Michigan,Central,Mobile Phones,OnePlus,296.37,3
10/7/2018,Pennsylvania,East,Laptops,Asus,129.92,5
7/7/2016,Florida,South,Mobile Phones,Mi,45.584,7
9/16/2017,Texas,Central,Mobile Phones,Motorola ,17.568,2
9/16/2017,Texas,Central,Cameras ,Sony,55.992,1
12/3/2016,New York,East,Mobile Phones,Pixel,182.72,8
12/3/2016,New York,East,Laptops,Lenovo,400.032,2
12/3/2016,New York,East,Mobile Phones,OnePlus,33.63,3
12/3/2016,New York,East,Laptops,HP,542.646,3
12/3/2016,New York,East,Mobile Phones,HTC,6.3,2
1/21/2017,Washington,West,Mobile Phones,OnePlus,242.94,3
1/21/2017,Washington,West,Cameras ,Nikon,179.97,3
1/21/2017,Washington,West,Mobile Phones,iPhone,99.696,6
1/21/2017,Washington,West,Mobile Phones,iPhone,27.936,4
1/21/2017,Washington,West,Laptops,Dell,84.98,1
1/21/2017,Washington,West,Mobile Phones,iPhone,18.72,5
9/8/2018,California,West,Cameras ,Nikon,49.98,2
1/4/2018,Illinois,Central,Mobile Phones,HTC,11.784,3
1/4/2018,Illinois,Central,Mobile Phones,OnePlus,272.736,3
1/4/2018,Illinois,Central,Mobile Phones,iPhone,3.54,2
8/27/2016,Texas,Central,Mobile Phones,Mi,51.52,5
8/27/2016,Texas,Central,Mobile Phones,Pixel,3.528,1
8/27/2016,Texas,Central,Mobile Phones,Pixel,4.624,1
8/27/2016,Texas,Central,Mobile Phones,Mi,55.168,4
5/27/2018,California,West,Laptops,Lenovo,567.12,10
5/27/2018,California,West,Mobile Phones,OnePlus,359.32,4
3/20/2016,Illinois,Central,Cameras ,Sony,11.992,1
10/2/2017,Michigan,Central,Mobile Phones,iPhone,58.05,3
10/2/2017,Michigan,Central,Laptops,Asus,157.74,11
10/2/2017,Michigan,Central,Mobile Phones,LG,56.98,7
10/2/2017,Michigan,Central,Mobile Phones,iPhone,2.88,1
4/7/2016,California,West,Cameras ,GoPro,1199.976,3
12/7/2019,California,West,Laptops,Asus,79.92,4
9/18/2016,Florida,South,Laptops,Lenovo,383.438,4
12/29/2018,Minnesota,Central,Mobile Phones,OnePlus,24.56,2
12/29/2018,Minnesota,Central,Cameras ,Nikon,119.8,4
7/23/2017,New York,East,Mobile Phones,iPhone,13.128,3
9/18/2017,Wisconsin,Central,Mobile Phones,Pixel,22.72,4
8/31/2019,California,West,Mobile Phones,Pixel,58.32,9
11/3/2017,Georgia,South,Mobile Phones,HTC,12.39,3
2/8/2019,Ohio,East,Cameras ,Sony,107.982,3
1/13/2018,Louisiana,South,Mobile Phones,Motorola ,11.36,2
1/13/2018,Louisiana,South,Mobile Phones,Motorola ,50.94,3
1/13/2018,Louisiana,South,Cameras ,Nikon,646.74,6
1/13/2018,Louisiana,South,Mobile Phones,iPhone,5.64,3
1/13/2018,Louisiana,South,Mobile Phones,OnePlus,572.58,6
5/14/2018,Florida,South,Laptops,Asus,310.88,2
5/19/2016,Virginia,South,Laptops,HP,641.96,2
1/30/2017,Iowa,Central,Mobile Phones,iPhone,18.28,2
1/30/2017,Iowa,Central,Cameras ,Sony,207,3
1/30/2017,Iowa,Central,Mobile Phones,iPhone,32.35,5
1/30/2017,Iowa,Central,Mobile Phones,iPhone,7.71,1
1/30/2017,Iowa,Central,Mobile Phones,LG,40.3,2
1/30/2017,Iowa,Central,Laptops,Asus,34.58,7
6/29/2018,Ohio,East,Mobile Phones,LG,32.76,7
8/21/2019,California,West,Laptops,HP,544.008,3
8/21/2019,California,West,Mobile Phones,Pixel,59.94,3
8/21/2019,California,West,Mobile Phones,Pixel,23.92,4
8/21/2019,California,West,Mobile Phones,Pixel,4.28,1
10/3/2019,Ohio,East,Mobile Phones,iPhone,32.07,5
10/3/2019,Ohio,East,Cameras ,Nikon,24,2
10/3/2019,Ohio,East,Laptops,Dell,35.49,1
10/3/2019,Ohio,East,Cameras ,Nikon,47.984,2
5/23/2019,South Carolina,South,Mobile Phones,Motorola ,186.69,3
3/17/2017,California,West,Mobile Phones,iPhone,17.456,2
12/12/2019,California,West,Laptops,HP,348.928,2
6/26/2019,Virginia,South,Mobile Phones,iPhone,143.96,4
6/26/2019,Virginia,South,Mobile Phones,OnePlus,15.42,1
6/26/2019,Virginia,South,Mobile Phones,iPhone,43.04,8
6/26/2019,Virginia,South,Laptops,HP,332.94,3
5/20/2016,North Carolina,South,Cameras ,Sony,1363.96,5
9/20/2018,California,West,Mobile Phones,HTC,9.96,2
9/20/2018,California,West,Mobile Phones,Pixel,21.72,4
9/21/2017,Minnesota,Central,Mobile Phones,iPhone,20.16,7
12/24/2019,New York,East,Mobile Phones,Pixel,132.79,7
12/24/2019,New York,East,Mobile Phones,Pixel,12.96,2
12/24/2019,New York,East,Mobile Phones,HTC,21.56,7
11/27/2019,California,West,Laptops,HP,283.92,5
2/20/2017,California,West,Laptops,Asus,22.23,1
2/20/2017,California,West,Cameras ,Sony,215.968,2
8/18/2016,New York,East,Mobile Phones,Samsung,355.32,9
3/12/2016,Louisiana,South,Mobile Phones,Pixel,12.96,2
4/22/2017,California,West,Laptops,Asus,18.28,2
11/1/2018,Colorado,West,Mobile Phones,LG,43.176,3
11/1/2018,Colorado,West,Cameras ,Sony,1983.968,4
2/3/2019,Nebraska,Central,Laptops,Asus,28.4,2
2/3/2019,Nebraska,Central,Cameras ,Nikon,149.97,3
10/13/2018,Washington,West,Mobile Phones,LG,11.52,4
10/13/2018,Washington,West,Laptops,Lenovo,1298.55,5
10/13/2018,Washington,West,Mobile Phones,Samsung,213.92,4
10/13/2018,Washington,West,Cameras ,Nikon,25.78,2
5/14/2017,California,West,Laptops,Asus,18.28,2
5/14/2017,California,West,Cameras ,Nikon,1399.93,7
3/20/2019,Wisconsin,Central,Mobile Phones,Pixel,51.84,8
9/15/2016,Pennsylvania,East,Mobile Phones,Pixel,5.344,1
6/28/2018,Pennsylvania,East,Mobile Phones,Pixel,41.472,8
6/28/2018,Pennsylvania,East,Mobile Phones,iPhone,3.168,3
6/28/2018,Pennsylvania,East,Laptops,HP,1228.465,5
6/28/2018,Pennsylvania,East,Mobile Phones,iPhone,31.086,3
6/28/2018,Pennsylvania,East,Mobile Phones,Pixel,335.52,4
6/20/2017,New Jersey,East,Cameras ,Nikon,239.97,3
6/20/2017,New Jersey,East,Mobile Phones,HTC,9.82,2
5/9/2018,California,West,Cameras ,Nikon,67.8,4
5/9/2018,California,West,Cameras ,Nikon,167.97,3
8/21/2017,Minnesota,Central,Mobile Phones,Nokia,35,7
8/21/2017,Minnesota,Central,Mobile Phones,Mi,37.24,4
8/21/2017,Minnesota,Central,Mobile Phones,Motorola ,15.28,2
6/16/2017,Kentucky,South,Laptops,HP,301.96,2
6/16/2017,Kentucky,South,Mobile Phones,Samsung,180.66,3
6/16/2017,Kentucky,South,Cameras ,Sony,191.98,2
6/16/2017,Kentucky,South,Cameras ,Sony,65.99,1
7/23/2016,Florida,South,Mobile Phones,LG,35.216,2
7/23/2016,Florida,South,Mobile Phones,Samsung,23.696,2
7/23/2016,Florida,South,Cameras ,Canon,265.475,1
9/8/2018,Texas,Central,Mobile Phones,iPhone,51.184,4
11/4/2017,Tennessee,South,Mobile Phones,Pixel,9.664,2
3/7/2016,Texas,Central,Cameras ,Sony,21.072,3
11/20/2019,New York,East,Mobile Phones,LG,60.45,3
11/20/2019,New York,East,Mobile Phones,LG,11.52,4
11/20/2019,New York,East,Laptops,Dell,186.048,4
11/7/2016,California,West,Mobile Phones,iPhone,37.44,4
11/7/2016,California,West,Mobile Phones,iPhone,26.976,4
11/7/2016,California,West,Mobile Phones,Mi,11.36,2
11/7/2016,California,West,Mobile Phones,HTC,14.62,2
10/13/2019,Kentucky,South,Cameras ,Sony,83.72,7
10/13/2019,Kentucky,South,Laptops,HP,287.94,3
1/1/2017,Ohio,East,Laptops,Asus,48.896,4
2/7/2018,New Jersey,East,Cameras ,Nikon,115.36,7
6/20/2016,California,West,Mobile Phones,LG,5.16,2
6/20/2016,California,West,Mobile Phones,Pixel,38.88,6
5/28/2016,Mississippi,South,Mobile Phones,LG,185.88,6
2/19/2016,New York,East,Laptops,Asus,44.46,2
2/19/2016,New York,East,Mobile Phones,OnePlus,242.94,3
8/3/2018,New York,East,Mobile Phones,Pixel,39.96,2
8/3/2018,New York,East,Mobile Phones,Mi,102.3,10
8/3/2018,New York,East,Mobile Phones,OnePlus,21.36,2
4/10/2017,New Jersey,East,Mobile Phones,Pixel,7.61,1
4/10/2017,New Jersey,East,Mobile Phones,Nokia,7.16,2
6/9/2018,California,West,Mobile Phones,Mi,7.36,2
6/9/2018,California,West,Mobile Phones,LG,23.1,2
1/5/2016,Florida,South,Cameras ,Nikon,191.472,6
1/5/2016,Florida,South,Mobile Phones,LG,5.248,2
1/5/2016,Florida,South,Cameras ,Sony,59.184,2
1/10/2018,Virginia,South,Mobile Phones,HTC,2.89,1
1/10/2018,Virginia,South,Laptops,Asus,51.94,1
9/29/2016,Pennsylvania,East,Mobile Phones,HTC,15.936,4
4/6/2018,Pennsylvania,East,Mobile Phones,iPhone,44.91,6
9/3/2016,Pennsylvania,East,Mobile Phones,iPhone,1141.47,5
9/3/2016,Pennsylvania,East,Cameras ,Sony,280.782,3
10/19/2019,New Hampshire,East,Mobile Phones,Pixel,34.44,3
12/10/2018,New York,East,Mobile Phones,Pixel,11.36,2
